"basho","day","rikishi1_id","rikishi1_rank","rikishi1_shikona","rikishi1_result","rikishi1_win","kimarite","rikishi2_id","rikishi2_rank","rikishi2_shikona","rikishi2_result","rikishi2_win"
"2019.01",6,6463,"M4w","Okinoumi","3-3 (7-8)",0,"oshidashi",12043,"M6w","Onosho","6-0 (8-7)",1
"2019.01",6,12043,"M6w","Onosho","6-0 (8-7)",1,"oshidashi",6463,"M4w","Okinoumi","3-3 (7-8)",0
"2019.01",6,11784,"K1e","Myogiryu","2-4 (5-10)",1,"oshidashi",12210,"K1w","Mitakeumi","5-1 (8-4-3)",0
"2019.01",6,12210,"K1w","Mitakeumi","5-1 (8-4-3)",0,"oshidashi",11784,"K1e","Myogiryu","2-4 (5-10)",1
"2019.01",6,6473,"M1e","Tochiozan","2-4 (6-9)",1,"okuridashi",12191,"S1e","Takakeisho","4-2 (11-4)",0
"2019.01",6,12191,"S1e","Takakeisho","4-2 (11-4)",0,"okuridashi",6473,"M1e","Tochiozan","2-4 (6-9)",1
"2019.01",6,5944,"S1w","Tamawashi","4-2 (13-2)",1,"oshidashi",12107,"M1w","Ichinojo","4-2 (6-9)",0
"2019.01",6,12107,"M1w","Ichinojo","4-2 (6-9)",0,"oshidashi",5944,"S1w","Tamawashi","4-2 (13-2)",1
"2019.01",6,6468,"O1w","Goeido","2-4 (9-6)",1,"yorikiri",6614,"M3w","Shohozan","2-4 (5-10)",0
"2019.01",6,6614,"M3w","Shohozan","2-4 (5-10)",0,"yorikiri",6468,"O1w","Goeido","2-4 (9-6)",1
"2019.01",6,6480,"O1e","Takayasu","3-3 (9-6)",1,"yorikiri",6596,"M2e","Nishikigi","4-2 (7-8)",0
"2019.01",6,6596,"M2e","Nishikigi","4-2 (7-8)",0,"yorikiri",6480,"O1e","Takayasu","3-3 (9-6)",1
"2019.01",6,1123,"Y1w","Hakuho","6-0 (10-4-1)",1,"yorikiri",12130,"M3e","Shodai","2-4 (7-8)",0
"2019.01",6,12130,"M3e","Shodai","2-4 (7-8)",0,"yorikiri",1123,"Y1w","Hakuho","6-0 (10-4-1)",1
"2019.01",6,1219,"Y2e","Kakuryu","2-4 (2-4-9)",0,"fusen",12239,"M2w","Hokutofuji","4-2 (9-6)",1
"2019.01",6,12239,"M2w","Hokutofuji","4-2 (9-6)",1,"fusen",1219,"Y2e","Kakuryu","2-4 (2-4-9)",0
"2019.01",7,7239,"J13e","Kyokushuho","3-4 (9-6)",1,"uwatenage",11971,"J13w","Jokoryu","3-4 (5-9-1)",0
"2019.01",7,11971,"J13w","Jokoryu","3-4 (5-9-1)",0,"uwatenage",7239,"J13e","Kyokushuho","3-4 (9-6)",1
"2019.01",7,4980,"J12w","Sokokurai","2-5 (8-7)",0,"yorikiri",12076,"Ms3e","Takanofuji","3-1 (5-2)",1
"2019.01",7,12076,"Ms3e","Takanofuji","3-1 (5-2)",1,"yorikiri",4980,"J12w","Sokokurai","2-5 (8-7)",0
"2019.01",7,12113,"J11w","Tsurugisho","5-2 (8-7)",1,"yorikiri",12255,"J14w","Chiyonoumi","4-3 (8-5-2)",0
"2019.01",7,12255,"J14w","Chiyonoumi","4-3 (8-5-2)",0,"yorikiri",12113,"J11w","Tsurugisho","5-2 (8-7)",1
"2019.01",7,1284,"J12e","Takekaze","1-6 (1-9)",0,"oshidashi",12024,"J11e","Shimanoumi","7-0 (13-2)",1
"2019.01",7,12024,"J11e","Shimanoumi","7-0 (13-2)",1,"oshidashi",1284,"J12e","Takekaze","1-6 (1-9)",0
"2019.01",7,6572,"J14e","Gagamaru","4-3 (8-7)",0,"hatakikomi",12203,"J10w","Tobizaru","4-3 (7-8)",1
"2019.01",7,12203,"J10w","Tobizaru","4-3 (7-8)",1,"hatakikomi",6572,"J14e","Gagamaru","4-3 (8-7)",0
"2019.01",7,2832,"J10e","Arawashi","3-4 (6-9)",0,"oshidashi",12412,"J8e","Enho","4-3 (9-6)",1
"2019.01",7,12412,"J8e","Enho","4-3 (9-6)",1,"oshidashi",2832,"J10e","Arawashi","3-4 (6-9)",0
"2019.01",7,8900,"J7w","Akiseyama","3-4 (6-9)",1,"shitatedashinage",12406,"J9w","Mitoryu","1-6 (6-9)",0
"2019.01",7,12406,"J9w","Mitoryu","1-6 (6-9)",0,"shitatedashinage",8900,"J7w","Akiseyama","3-4 (6-9)",1
"2019.01",7,8899,"J9e","Kyokutaisei","4-3 (7-8)",1,"oshidashi",11723,"J7e","Azumaryu","3-4 (7-8)",0
"2019.01",7,11723,"J7e","Azumaryu","3-4 (7-8)",0,"oshidashi",8899,"J9e","Kyokutaisei","4-3 (7-8)",1
"2019.01",7,7240,"J6w","Chiyomaru","6-1 (10-5)",1,"sukuinage",12026,"J8w","Hidenoumi","4-3 (6-9)",0
"2019.01",7,12026,"J8w","Hidenoumi","4-3 (6-9)",0,"sukuinage",7240,"J6w","Chiyomaru","6-1 (10-5)",1
"2019.01",7,11726,"J4w","Tokushoryu","4-3 (7-8)",1,"yorikiri",11943,"J6e","Hakuyozan","4-3 (8-7)",0
"2019.01",7,11943,"J6e","Hakuyozan","4-3 (8-7)",0,"yorikiri",11726,"J4w","Tokushoryu","4-3 (7-8)",1
"2019.01",7,89,"J3e","Aminishiki","1-6 (3-12)",0,"yorikiri",1227,"J5w","Toyonoshima","4-3 (10-5)",1
"2019.01",7,1227,"J5w","Toyonoshima","4-3 (10-5)",1,"yorikiri",89,"J3e","Aminishiki","1-6 (3-12)",0
"2019.01",7,12051,"J3w","Ishiura","5-2 (9-6)",0,"tsukidashi",12077,"J2e","Takagenji","3-4 (6-9)",1
"2019.01",7,12077,"J2e","Takagenji","3-4 (6-9)",1,"tsukidashi",12051,"J3w","Ishiura","5-2 (9-6)",0
"2019.01",7,12040,"J1w","Daishoho","3-4 (8-7)",1,"uwatenage",12427,"J4e","Tomokaze","3-4 (10-5)",0
"2019.01",7,12427,"J4e","Tomokaze","3-4 (10-5)",0,"uwatenage",12040,"J1w","Daishoho","3-4 (8-7)",1
"2019.01",7,11868,"J1e","Terutsuyoshi","6-1 (8-7)",1,"tsukiotoshi",12370,"J5e","Wakatakakage","1-6 (7-8)",0
"2019.01",7,12370,"J5e","Wakatakakage","1-6 (7-8)",0,"tsukiotoshi",11868,"J1e","Terutsuyoshi","6-1 (8-7)",1
"2019.01",7,6642,"M15e","Chiyonokuni","6-1 (8-3-4)",1,"kubinage",12292,"M14e","Yutakayama","4-3 (6-9)",0
"2019.01",7,12292,"M14e","Yutakayama","4-3 (6-9)",0,"kubinage",6642,"M15e","Chiyonokuni","6-1 (8-3-4)",1
"2019.01",7,9079,"M13w","Kotoyuki","4-3 (4-7-4)",1,"tsukidashi",12273,"M16e","Daiamami","2-5 (4-11)",0
"2019.01",7,12273,"M16e","Daiamami","2-5 (4-11)",0,"tsukidashi",9079,"M13w","Kotoyuki","4-3 (4-7-4)",1
"2019.01",7,12144,"M16w","Daishomaru","0-7 (3-12)",0,"oshidashi",12425,"M13e","Yago","6-1 (9-6)",1
"2019.01",7,12425,"M13e","Yago","6-1 (9-6)",1,"oshidashi",12144,"M16w","Daishomaru","0-7 (3-12)",0
"2019.01",7,7153,"M15w","Kotoeko","3-4 (7-8)",0,"tsukidashi",11946,"M12w","Meisei","5-2 (8-7)",1
"2019.01",7,11946,"M12w","Meisei","5-2 (8-7)",1,"tsukidashi",7153,"M15w","Kotoeko","3-4 (7-8)",0
"2019.01",7,6491,"M11w","Ikioi","4-3 (9-6)",1,"yorikiri",11785,"M14w","Chiyoshoma","3-4 (6-9)",0
"2019.01",7,11785,"M14w","Chiyoshoma","3-4 (6-9)",0,"yorikiri",6491,"M11w","Ikioi","4-3 (9-6)",1
"2019.01",7,11728,"M10e","Takarafuji","3-4 (9-6)",0,"oshidashi",12094,"M10w","Abi","4-3 (10-5)",1
"2019.01",7,12094,"M10w","Abi","4-3 (10-5)",1,"oshidashi",11728,"M10e","Takarafuji","3-4 (9-6)",0
"2019.01",7,11845,"M12e","Kagayaki","1-6 (6-9)",0,"yorikiri",12055,"M9w","Endo","4-3 (10-5)",1
"2019.01",7,12055,"M9w","Endo","4-3 (10-5)",1,"yorikiri",11845,"M12e","Kagayaki","1-6 (6-9)",0
"2019.01",7,2879,"M11e","Sadanoumi","3-4 (9-6)",0,"tsukiotoshi",12291,"M8w","Asanoyama","2-5 (8-7)",1
"2019.01",7,12291,"M8w","Asanoyama","2-5 (8-7)",1,"tsukiotoshi",2879,"M11e","Sadanoumi","3-4 (9-6)",0
"2019.01",7,6753,"M8e","Kaisei","6-1 (10-5)",1,"tsukidashi",12043,"M6w","Onosho","6-1 (8-7)",0
"2019.01",7,12043,"M6w","Onosho","6-1 (8-7)",0,"tsukidashi",6753,"M8e","Kaisei","6-1 (10-5)",1
"2019.01",7,5967,"M5w","Yoshikaze","1-6 (3-12)",0,"oshidashi",11985,"M7w","Daieisho","3-4 (9-6)",1
"2019.01",7,11985,"M7w","Daieisho","3-4 (9-6)",1,"oshidashi",5967,"M5w","Yoshikaze","1-6 (3-12)",0
"2019.01",7,11786,"M5e","Aoiyama","5-2 (7-8)",0,"hatakikomi",11934,"M6e","Chiyotairyu","3-4 (8-7)",1
"2019.01",7,11934,"M6e","Chiyotairyu","3-4 (8-7)",1,"hatakikomi",11786,"M5e","Aoiyama","5-2 (7-8)",0
"2019.01",7,6463,"M4w","Okinoumi","4-3 (7-8)",1,"uwatenage",6594,"M7e","Ryuden","2-5 (6-9)",0
"2019.01",7,6594,"M7e","Ryuden","2-5 (6-9)",0,"uwatenage",6463,"M4w","Okinoumi","4-3 (7-8)",1
"2019.01",7,12210,"K1w","Mitakeumi","5-2 (8-4-3)",0,"fusen",12239,"M2w","Hokutofuji","5-2 (9-6)",1
"2019.01",7,12239,"M2w","Hokutofuji","5-2 (9-6)",1,"fusen",12210,"K1w","Mitakeumi","5-2 (8-4-3)",0
"2019.01",7,6596,"M2e","Nishikigi","4-3 (7-8)",0,"yorikiri",11784,"K1e","Myogiryu","3-4 (5-10)",1
"2019.01",7,11784,"K1e","Myogiryu","3-4 (5-10)",1,"yorikiri",6596,"M2e","Nishikigi","4-3 (7-8)",0
"2019.01",7,5944,"S1w","Tamawashi","5-2 (13-2)",1,"oshidashi",6473,"M1e","Tochiozan","2-5 (6-9)",0
"2019.01",7,6473,"M1e","Tochiozan","2-5 (6-9)",0,"oshidashi",5944,"S1w","Tamawashi","5-2 (13-2)",1
"2019.01",7,12107,"M1w","Ichinojo","4-3 (6-9)",0,"oshidashi",12191,"S1e","Takakeisho","5-2 (11-4)",1
"2019.01",7,12191,"S1e","Takakeisho","5-2 (11-4)",1,"oshidashi",12107,"M1w","Ichinojo","4-3 (6-9)",0
"2019.01",7,1226,"M4e","Kotoshogiku","4-3 (6-9)",0,"tsukiotoshi",6480,"O1e","Takayasu","4-3 (9-6)",1
"2019.01",7,6480,"O1e","Takayasu","4-3 (9-6)",1,"tsukiotoshi",1226,"M4e","Kotoshogiku","4-3 (6-9)",0
"2019.01",7,6468,"O1w","Goeido","3-4 (9-6)",1,"yorikiri",12130,"M3e","Shodai","2-5 (7-8)",0
"2019.01",7,12130,"M3e","Shodai","2-5 (7-8)",0,"yorikiri",6468,"O1w","Goeido","3-4 (9-6)",1
"2019.01",7,1123,"Y1w","Hakuho","7-0 (10-4-1)",1,"hatakikomi",6614,"M3w","Shohozan","2-5 (5-10)",0
"2019.01",7,6614,"M3w","Shohozan","2-5 (5-10)",0,"hatakikomi",1123,"Y1w","Hakuho","7-0 (10-4-1)",1
"2019.01",8,1284,"J12e","Takekaze","1-7 (1-9)",0,"tsukiotoshi",4980,"J12w","Sokokurai","3-5 (8-7)",1
"2019.01",8,4980,"J12w","Sokokurai","3-5 (8-7)",1,"tsukiotoshi",1284,"J12e","Takekaze","1-7 (1-9)",0
"2019.01",8,2832,"J10e","Arawashi","3-5 (6-9)",0,"oshidashi",6572,"J14e","Gagamaru","5-3 (8-7)",1
"2019.01",8,6572,"J14e","Gagamaru","5-3 (8-7)",1,"oshidashi",2832,"J10e","Arawashi","3-5 (6-9)",0
"2019.01",8,12203,"J10w","Tobizaru","4-4 (7-8)",0,"oshidashi",12255,"J14w","Chiyonoumi","5-3 (8-5-2)",1
"2019.01",8,12255,"J14w","Chiyonoumi","5-3 (8-5-2)",1,"oshidashi",12203,"J10w","Tobizaru","4-4 (7-8)",0
"2019.01",8,11971,"J13w","Jokoryu","3-5 (5-9-1)",0,"yoritaoshi",12406,"J9w","Mitoryu","2-6 (6-9)",1
"2019.01",8,12406,"J9w","Mitoryu","2-6 (6-9)",1,"yoritaoshi",11971,"J13w","Jokoryu","3-5 (5-9-1)",0
"2019.01",8,12113,"J11w","Tsurugisho","6-2 (8-7)",1,"yoritaoshi",12412,"J8e","Enho","4-4 (9-6)",0
"2019.01",8,12412,"J8e","Enho","4-4 (9-6)",0,"yoritaoshi",12113,"J11w","Tsurugisho","6-2 (8-7)",1
"2019.01",8,7239,"J13e","Kyokushuho","4-4 (9-6)",1,"yorikiri",12026,"J8w","Hidenoumi","4-4 (6-9)",0
"2019.01",8,12026,"J8w","Hidenoumi","4-4 (6-9)",0,"yorikiri",7239,"J13e","Kyokushuho","4-4 (9-6)",1
"2019.01",8,11943,"J6e","Hakuyozan","4-4 (8-7)",0,"okuridashi",12024,"J11e","Shimanoumi","8-0 (13-2)",1
"2019.01",8,12024,"J11e","Shimanoumi","8-0 (13-2)",1,"okuridashi",11943,"J6e","Hakuyozan","4-4 (8-7)",0
"2019.01",8,7240,"J6w","Chiyomaru","6-2 (10-5)",0,"okuridashi",8899,"J9e","Kyokutaisei","5-3 (7-8)",1
"2019.01",8,8899,"J9e","Kyokutaisei","5-3 (7-8)",1,"okuridashi",7240,"J6w","Chiyomaru","6-2 (10-5)",0
"2019.01",8,11723,"J7e","Azumaryu","4-4 (7-8)",1,"okuridashi",12427,"J4e","Tomokaze","3-5 (10-5)",0
"2019.01",8,12427,"J4e","Tomokaze","3-5 (10-5)",0,"okuridashi",11723,"J7e","Azumaryu","4-4 (7-8)",1
"2019.01",8,89,"J3e","Aminishiki","1-7 (3-12)",0,"kotenage",8900,"J7w","Akiseyama","4-4 (6-9)",1
"2019.01",8,8900,"J7w","Akiseyama","4-4 (6-9)",1,"kotenage",89,"J3e","Aminishiki","1-7 (3-12)",0
"2019.01",8,1227,"J5w","Toyonoshima","5-3 (10-5)",1,"oshidashi",12051,"J3w","Ishiura","5-3 (9-6)",0
"2019.01",8,12051,"J3w","Ishiura","5-3 (9-6)",0,"oshidashi",1227,"J5w","Toyonoshima","5-3 (10-5)",1
"2019.01",8,12077,"J2e","Takagenji","3-5 (6-9)",0,"oshidashi",12370,"J5e","Wakatakakage","2-6 (7-8)",1
"2019.01",8,12370,"J5e","Wakatakakage","2-6 (7-8)",1,"oshidashi",12077,"J2e","Takagenji","3-5 (6-9)",0
"2019.01",8,11726,"J4w","Tokushoryu","4-4 (7-8)",0,"hatakikomi",12040,"J1w","Daishoho","4-4 (8-7)",1
"2019.01",8,12040,"J1w","Daishoho","4-4 (8-7)",1,"hatakikomi",11726,"J4w","Tokushoryu","4-4 (7-8)",0
"2019.01",8,11868,"J1e","Terutsuyoshi","6-2 (8-7)",0,"yoritaoshi",12292,"M14e","Yutakayama","5-3 (6-9)",1
"2019.01",8,12292,"M14e","Yutakayama","5-3 (6-9)",1,"yoritaoshi",11868,"J1e","Terutsuyoshi","6-2 (8-7)",0
"2019.01",8,12273,"M16e","Daiamami","2-6 (4-11)",0,"yorikiri",12425,"M13e","Yago","7-1 (9-6)",1
"2019.01",8,12425,"M13e","Yago","7-1 (9-6)",1,"yorikiri",12273,"M16e","Daiamami","2-6 (4-11)",0
"2019.01",8,6642,"M15e","Chiyonokuni","7-1 (8-3-4)",1,"hatakikomi",11845,"M12e","Kagayaki","1-7 (6-9)",0
"2019.01",8,11845,"M12e","Kagayaki","1-7 (6-9)",0,"hatakikomi",6642,"M15e","Chiyonokuni","7-1 (8-3-4)",1
"2019.01",8,11946,"M12w","Meisei","6-2 (8-7)",1,"yorikiri",12144,"M16w","Daishomaru","0-8 (3-12)",0
"2019.01",8,12144,"M16w","Daishomaru","0-8 (3-12)",0,"yorikiri",11946,"M12w","Meisei","6-2 (8-7)",1
"2019.01",8,2879,"M11e","Sadanoumi","4-4 (9-6)",1,"uwatenage",9079,"M13w","Kotoyuki","4-4 (4-7-4)",0
"2019.01",8,9079,"M13w","Kotoyuki","4-4 (4-7-4)",0,"uwatenage",2879,"M11e","Sadanoumi","4-4 (9-6)",1
"2019.01",8,6491,"M11w","Ikioi","4-4 (9-6)",0,"tsukiotoshi",7153,"M15w","Kotoeko","4-4 (7-8)",1
"2019.01",8,7153,"M15w","Kotoeko","4-4 (7-8)",1,"tsukiotoshi",6491,"M11w","Ikioi","4-4 (9-6)",0
"2019.01",8,11785,"M14w","Chiyoshoma","3-5 (6-9)",0,"tsukidashi",12094,"M10w","Abi","5-3 (10-5)",1
"2019.01",8,12094,"M10w","Abi","5-3 (10-5)",1,"tsukidashi",11785,"M14w","Chiyoshoma","3-5 (6-9)",0
"2019.01",8,6594,"M7e","Ryuden","2-6 (6-9)",0,"yorikiri",11728,"M10e","Takarafuji","4-4 (9-6)",1
"2019.01",8,11728,"M10e","Takarafuji","4-4 (9-6)",1,"yorikiri",6594,"M7e","Ryuden","2-6 (6-9)",0
"2019.01",8,5967,"M5w","Yoshikaze","1-7 (3-12)",0,"tsukidashi",12291,"M8w","Asanoyama","3-5 (8-7)",1
"2019.01",8,12291,"M8w","Asanoyama","3-5 (8-7)",1,"tsukidashi",5967,"M5w","Yoshikaze","1-7 (3-12)",0
"2019.01",8,1226,"M4e","Kotoshogiku","4-4 (6-9)",0,"sukuinage",6753,"M8e","Kaisei","7-1 (10-5)",1
"2019.01",8,6753,"M8e","Kaisei","7-1 (10-5)",1,"sukuinage",1226,"M4e","Kotoshogiku","4-4 (6-9)",0
"2019.01",8,6463,"M4w","Okinoumi","5-3 (7-8)",1,"oshidashi",11985,"M7w","Daieisho","3-5 (9-6)",0
"2019.01",8,11985,"M7w","Daieisho","3-5 (9-6)",0,"oshidashi",6463,"M4w","Okinoumi","5-3 (7-8)",1
"2019.01",8,11934,"M6e","Chiyotairyu","4-4 (8-7)",1,"oshidashi",12130,"M3e","Shodai","2-6 (7-8)",0
"2019.01",8,12130,"M3e","Shodai","2-6 (7-8)",0,"oshidashi",11934,"M6e","Chiyotairyu","4-4 (8-7)",1
"2019.01",8,12055,"M9w","Endo","5-3 (10-5)",1,"hikiotoshi",12239,"M2w","Hokutofuji","5-3 (9-6)",0
"2019.01",8,12239,"M2w","Hokutofuji","5-3 (9-6)",0,"hikiotoshi",12055,"M9w","Endo","5-3 (10-5)",1
"2019.01",8,6596,"M2e","Nishikigi","4-4 (7-8)",0,"yorikiri",12107,"M1w","Ichinojo","5-3 (6-9)",1
"2019.01",8,12107,"M1w","Ichinojo","5-3 (6-9)",1,"yorikiri",6596,"M2e","Nishikigi","4-4 (7-8)",0
"2019.01",8,6473,"M1e","Tochiozan","3-5 (6-9)",1,"katasukashi",11784,"K1e","Myogiryu","3-5 (5-10)",0
"2019.01",8,11784,"K1e","Myogiryu","3-5 (5-10)",0,"katasukashi",6473,"M1e","Tochiozan","3-5 (6-9)",1
"2019.01",8,12043,"M6w","Onosho","6-2 (8-7)",0,"oshidashi",12191,"S1e","Takakeisho","6-2 (11-4)",1
"2019.01",8,12191,"S1e","Takakeisho","6-2 (11-4)",1,"oshidashi",12043,"M6w","Onosho","6-2 (8-7)",0
"2019.01",8,5944,"S1w","Tamawashi","6-2 (13-2)",1,"tsukiotoshi",6468,"O1w","Goeido","3-5 (9-6)",0
"2019.01",8,6468,"O1w","Goeido","3-5 (9-6)",0,"tsukiotoshi",5944,"S1w","Tamawashi","6-2 (13-2)",1
"2019.01",8,6480,"O1e","Takayasu","4-4 (9-6)",0,"tsukiotoshi",6614,"M3w","Shohozan","3-5 (5-10)",1
"2019.01",8,6614,"M3w","Shohozan","3-5 (5-10)",1,"tsukiotoshi",6480,"O1e","Takayasu","4-4 (9-6)",0
"2019.01",8,1123,"Y1w","Hakuho","8-0 (10-4-1)",1,"shitatedashinage",11786,"M5e","Aoiyama","5-3 (7-8)",0
"2019.01",8,11786,"M5e","Aoiyama","5-3 (7-8)",0,"shitatedashinage",1123,"Y1w","Hakuho","8-0 (10-4-1)",1
"2019.01",9,1284,"J12e","Takekaze","1-8 (1-9)",0,"oshidashi",11980,"Ms3w","Wakamotoharu","5-0 (7-0)",1
"2019.01",9,11980,"Ms3w","Wakamotoharu","5-0 (7-0)",1,"oshidashi",1284,"J12e","Takekaze","1-8 (1-9)",0
"2019.01",9,7239,"J13e","Kyokushuho","5-4 (9-6)",1,"yorikiri",12203,"J10w","Tobizaru","4-5 (7-8)",0
"2019.01",9,12203,"J10w","Tobizaru","4-5 (7-8)",0,"yorikiri",7239,"J13e","Kyokushuho","5-4 (9-6)",1
"2019.01",9,2832,"J10e","Arawashi","4-5 (6-9)",1,"uwatenage",11971,"J13w","Jokoryu","3-6 (5-9-1)",0
"2019.01",9,11971,"J13w","Jokoryu","3-6 (5-9-1)",0,"uwatenage",2832,"J10e","Arawashi","4-5 (6-9)",1
"2019.01",9,6572,"J14e","Gagamaru","5-4 (8-7)",0,"uwatenage",12406,"J9w","Mitoryu","3-6 (6-9)",1
"2019.01",9,12406,"J9w","Mitoryu","3-6 (6-9)",1,"uwatenage",6572,"J14e","Gagamaru","5-4 (8-7)",0
"2019.01",9,8899,"J9e","Kyokutaisei","5-4 (7-8)",0,"oshidashi",12024,"J11e","Shimanoumi","9-0 (13-2)",1
"2019.01",9,12024,"J11e","Shimanoumi","9-0 (13-2)",1,"oshidashi",8899,"J9e","Kyokutaisei","5-4 (7-8)",0
"2019.01",9,4980,"J12w","Sokokurai","4-5 (8-7)",1,"uwatehineri",12026,"J8w","Hidenoumi","4-5 (6-9)",0
"2019.01",9,12026,"J8w","Hidenoumi","4-5 (6-9)",0,"uwatehineri",4980,"J12w","Sokokurai","4-5 (8-7)",1
"2019.01",9,8900,"J7w","Akiseyama","4-5 (6-9)",0,"tsukidashi",12255,"J14w","Chiyonoumi","6-3 (8-5-2)",1
"2019.01",9,12255,"J14w","Chiyonoumi","6-3 (8-5-2)",1,"tsukidashi",8900,"J7w","Akiseyama","4-5 (6-9)",0
"2019.01",9,11726,"J4w","Tokushoryu","5-4 (7-8)",1,"okuritaoshi",12412,"J8e","Enho","4-5 (9-6)",0
"2019.01",9,12412,"J8e","Enho","4-5 (9-6)",0,"okuritaoshi",11726,"J4w","Tokushoryu","5-4 (7-8)",1
"2019.01",9,12113,"J11w","Tsurugisho","6-3 (8-7)",0,"tsukiotoshi",12427,"J4e","Tomokaze","4-5 (10-5)",1
"2019.01",9,12427,"J4e","Tomokaze","4-5 (10-5)",1,"tsukiotoshi",12113,"J11w","Tsurugisho","6-3 (8-7)",0
"2019.01",9,11723,"J7e","Azumaryu","4-5 (7-8)",0,"shitatenage",12051,"J3w","Ishiura","6-3 (9-6)",1
"2019.01",9,12051,"J3w","Ishiura","6-3 (9-6)",1,"shitatenage",11723,"J7e","Azumaryu","4-5 (7-8)",0
"2019.01",9,89,"J3e","Aminishiki","1-8 (3-12)",0,"tsukiotoshi",7240,"J6w","Chiyomaru","7-2 (10-5)",1
"2019.01",9,7240,"J6w","Chiyomaru","7-2 (10-5)",1,"tsukiotoshi",89,"J3e","Aminishiki","1-8 (3-12)",0
"2019.01",9,11943,"J6e","Hakuyozan","5-4 (8-7)",1,"oshidashi",12077,"J2e","Takagenji","3-6 (6-9)",0
"2019.01",9,12077,"J2e","Takagenji","3-6 (6-9)",0,"oshidashi",11943,"J6e","Hakuyozan","5-4 (8-7)",1
"2019.01",9,12040,"J1w","Daishoho","4-5 (8-7)",0,"yoritaoshi",12370,"J5e","Wakatakakage","3-6 (7-8)",1
"2019.01",9,12370,"J5e","Wakatakakage","3-6 (7-8)",1,"yoritaoshi",12040,"J1w","Daishoho","4-5 (8-7)",0
"2019.01",9,1227,"J5w","Toyonoshima","6-3 (10-5)",1,"oshitaoshi",11868,"J1e","Terutsuyoshi","6-3 (8-7)",0
"2019.01",9,11868,"J1e","Terutsuyoshi","6-3 (8-7)",0,"oshitaoshi",1227,"J5w","Toyonoshima","6-3 (10-5)",1
"2019.01",9,11855,"J2w","Takanosho","2-2-5 (2-4-9)",1,"okuridashi",12273,"M16e","Daiamami","2-7 (4-11)",0
"2019.01",9,12273,"M16e","Daiamami","2-7 (4-11)",0,"okuridashi",11855,"J2w","Takanosho","2-2-5 (2-4-9)",1
"2019.01",9,7153,"M15w","Kotoeko","5-4 (7-8)",1,"tsukiotoshi",12292,"M14e","Yutakayama","5-4 (6-9)",0
"2019.01",9,12292,"M14e","Yutakayama","5-4 (6-9)",0,"tsukiotoshi",7153,"M15w","Kotoeko","5-4 (7-8)",1
"2019.01",9,6642,"M15e","Chiyonokuni","8-1 (8-3-4)",1,"hatakikomi",11946,"M12w","Meisei","6-3 (8-7)",0
"2019.01",9,11946,"M12w","Meisei","6-3 (8-7)",0,"hatakikomi",6642,"M15e","Chiyonokuni","8-1 (8-3-4)",1
"2019.01",9,11785,"M14w","Chiyoshoma","3-6 (6-9)",0,"oshitaoshi",11845,"M12e","Kagayaki","2-7 (6-9)",1
"2019.01",9,11845,"M12e","Kagayaki","2-7 (6-9)",1,"oshitaoshi",11785,"M14w","Chiyoshoma","3-6 (6-9)",0
"2019.01",9,6491,"M11w","Ikioi","5-4 (9-6)",1,"yoritaoshi",12425,"M13e","Yago","7-2 (9-6)",0
"2019.01",9,12425,"M13e","Yago","7-2 (9-6)",0,"yoritaoshi",6491,"M11w","Ikioi","5-4 (9-6)",1
"2019.01",9,2879,"M11e","Sadanoumi","5-4 (9-6)",1,"yorikiri",12144,"M16w","Daishomaru","0-9 (3-12)",0
"2019.01",9,12144,"M16w","Daishomaru","0-9 (3-12)",0,"yorikiri",2879,"M11e","Sadanoumi","5-4 (9-6)",1
"2019.01",9,9079,"M13w","Kotoyuki","4-5 (4-7-4)",0,"oshidashi",12094,"M10w","Abi","6-3 (10-5)",1
"2019.01",9,12094,"M10w","Abi","6-3 (10-5)",1,"oshidashi",9079,"M13w","Kotoyuki","4-5 (4-7-4)",0
"2019.01",9,11728,"M10e","Takarafuji","5-4 (9-6)",1,"tsukiotoshi",11985,"M7w","Daieisho","3-6 (9-6)",0
"2019.01",9,11985,"M7w","Daieisho","3-6 (9-6)",0,"tsukiotoshi",11728,"M10e","Takarafuji","5-4 (9-6)",1
"2019.01",9,6594,"M7e","Ryuden","3-6 (6-9)",1,"okuridashi",6753,"M8e","Kaisei","7-2 (10-5)",0
"2019.01",9,6753,"M8e","Kaisei","7-2 (10-5)",0,"okuridashi",6594,"M7e","Ryuden","3-6 (6-9)",1
"2019.01",9,12043,"M6w","Onosho","6-3 (8-7)",0,"hatakikomi",12055,"M9w","Endo","6-3 (10-5)",1
"2019.01",9,12055,"M9w","Endo","6-3 (10-5)",1,"hatakikomi",12043,"M6w","Onosho","6-3 (8-7)",0
"2019.01",9,11934,"M6e","Chiyotairyu","5-4 (8-7)",1,"tsukiotoshi",12291,"M8w","Asanoyama","3-6 (8-7)",0
"2019.01",9,12291,"M8w","Asanoyama","3-6 (8-7)",0,"tsukiotoshi",11934,"M6e","Chiyotairyu","5-4 (8-7)",1
"2019.01",9,5967,"M5w","Yoshikaze","2-7 (3-12)",1,"oshidashi",6614,"M3w","Shohozan","3-6 (5-10)",0
"2019.01",9,6614,"M3w","Shohozan","3-6 (5-10)",0,"oshidashi",5967,"M5w","Yoshikaze","2-7 (3-12)",1
